attribute_id,listing_id,bedrooms,bathrooms,floor_number,total_floors,year_built,is_rented,tenant_count,furnishing_status,metro_distance_km,parking_available,power_backup
4053,L04053,5,3,0,28,2019,0,0,Unfurnished,11.7,0,0
4054,L04054,3,1,7,20,2008,0,3,Unfurnished,9.15,0,0
4055,L04055,1,1,25,33,2013,0,0,Unfurnished,11.75,0,0
4056,L04056,1,2,2,12,2022,0,2,Furnished,13.79,0,0
4057,L04057,1,3,12,15,2002,0,1,Semi-Furnished,1.9,0,0
4058,L04058,4,2,38,39,2020,0,0,Furnished,7.96,0,0
4059,L04059,5,1,0,2,1997,0,2,Unfurnished,9.41,0,0
4060,L04060,4,3,25,29,2019,0,1,Unfurnished,6.31,0,0
4061,L04061,2,4,5,10,2008,0,0,Furnished,6.85,0,0
4062,L04062,2,1,0,2,2021,0,0,Semi-Furnished,1.3599999999999999,0,0
4063,L04063,3,2,5,11,2019,0,0,Semi-Furnished,0.97,0,0
4064,L04064,2,3,11,13,2006,0,0,Furnished,0.74,0,0
4065,L04065,1,2,2,10,2023,0,0,Unfurnished,9.87,0,0
4066,L04066,3,4,12,14,2005,0,1,Semi-Furnished,1.6,0,0
4067,L04067,5,1,12,18,1995,0,0,Semi-Furnished,5.59,0,0
4068,L04068,5,1,8,9,1991,0,4,Unfurnished,13.76,0,0
4069,L04069,2,2,12,39,1994,0,1,Furnished,2.6,0,0
4070,L04070,2,1,0,28,2008,0,3,Furnished,7.15,0,0
4071,L04071,5,2,0,3,1990,0,0,Furnished,10.97,0,0
4072,L04072,2,2,7,20,2014,0,0,Unfurnished,3.79,0,0
4073,L04073,2,3,4,6,2005,0,4,Semi-Furnished,0.43,0,0
4074,L04074,4,4,19,27,2019,0,0,Unfurnished,11.69,0,0
4075,L04075,5,1,0,2,2019,0,0,Semi-Furnished,10.96,0,0
4076,L04076,5,1,8,29,1999,0,2,Semi-Furnished,14.7,0,0
4077,L04077,2,2,12,38,2013,0,0,Furnished,9.14,0,0
4078,L04078,1,4,0,3,2010,0,0,Unfurnished,4.71,0,0
4079,L04079,4,3,13,16,2004,0,3,Furnished,2.03,0,0
4080,L04080,1,2,10,30,1994,0,0,Semi-Furnished,1.57,0,0
4081,L04081,2,4,0,2,2011,0,0,Semi-Furnished,9.6,0,0
4082,L04082,5,1,13,17,1997,0,0,Furnished,5.3,0,0
4083,L04083,1,3,8,12,2020,0,0,Unfurnished,12.5,0,0
4084,L04084,3,3,6,35,1990,0,0,Unfurnished,1.96,0,0
4085,L04085,1,2,0,1,2009,0,0,Unfurnished,14.46,0,0
4086,L04086,5,2,7,15,2017,0,0,Furnished,0.99,0,0
4087,L04087,2,3,16,26,2020,0,0,Furnished,11.75,0,0
4088,L04088,1,1,35,37,2013,0,0,Semi-Furnished,11.69,0,0
4089,L04089,2,1,9,21,1996,0,0,Unfurnished,9.24,0,0
4090,L04090,4,3,9,31,1991,0,0,Furnished,14.89,0,0
4091,L04091,3,2,14,25,1998,0,0,Semi-Furnished,0.17,0,0
4092,L04092,5,2,19,23,2008,0,0,Furnished,7.03,0,0
4093,L04093,5,1,11,24,2014,0,0,Semi-Furnished,1.6800000000000002,0,0
4094,L04094,2,4,2,38,2012,0,2,Unfurnished,7.77,0,0
4095,L04095,3,4,14,28,1999,0,0,Semi-Furnished,3.01,0,0
4096,L04096,5,4,11,21,2012,0,0,Furnished,6.75,0,0
4097,L04097,1,1,14,18,2022,0,0,Furnished,0.67,0,0
4098,L04098,5,3,25,36,2008,0,0,Unfurnished,6.85,0,0
4099,L04099,1,4,0,35,2023,0,1,Unfurnished,10.04,0,0
4100,L04100,5,1,4,9,1992,0,2,Furnished,13.2,0,0
4101,L04101,1,1,6,38,1996,0,2,Furnished,13.92,0,0
4102,L04102,4,2,11,30,1990,0,0,Unfurnished,5.37,0,0
4103,L04103,2,2,2,34,1990,0,1,Furnished,12.13,0,0
4104,L04104,4,1,9,32,2019,0,0,Unfurnished,13.2,0,0
4105,L04105,1,2,1,3,2021,0,0,Semi-Furnished,14.55,0,0
4106,L04106,2,2,0,3,2008,0,2,Furnished,6.65,0,0
4107,L04107,3,2,25,28,1999,0,0,Unfurnished,12.31,0,0
4108,L04108,1,1,5,15,2022,0,0,Furnished,3.98,0,0
4109,L04109,5,4,3,23,1993,0,0,Furnished,11.53,0,0
4110,L04110,5,2,2,11,2009,0,0,Semi-Furnished,12.01,0,0
4111,L04111,3,1,4,32,2004,0,0,Unfurnished,12.82,0,0
4112,L04112,4,1,17,36,2019,0,0,Semi-Furnished,12.22,0,0
4113,L04113,1,3,0,33,1996,0,2,Semi-Furnished,11.81,0,0
4114,L04114,5,3,20,24,2007,0,0,Semi-Furnished,10.27,0,0
4115,L04115,2,4,20,39,2019,0,0,Semi-Furnished,1.75,0,0
4116,L04116,3,3,27,34,1997,0,1,Furnished,5.64,0,0
4117,L04117,4,1,15,28,2010,0,0,Unfurnished,3.7800000000000002,0,0
4118,L04118,4,3,15,37,1996,0,0,Semi-Furnished,6.55,0,0
4119,L04119,2,2,3,7,1994,0,0,Furnished,13.76,0,0
4120,L04120,2,3,1,4,2021,0,0,Unfurnished,9.25,0,0
4121,L04121,3,1,18,37,2005,0,0,Unfurnished,1.35,0,0
4122,L04122,2,4,0,1,2015,0,0,Furnished,4.55,0,0
4123,L04123,5,4,0,1,2016,0,0,Semi-Furnished,12.79,0,0
4124,L04124,4,4,15,20,2017,0,0,Furnished,5.69,0,0
4125,L04125,2,4,0,19,2022,0,4,Unfurnished,0.21,0,0
4126,L04126,1,2,19,29,1991,0,2,Semi-Furnished,11.65,0,0
4127,L04127,2,2,3,10,2004,0,0,Unfurnished,2.2,0,0
4128,L04128,4,2,9,18,1996,0,3,Semi-Furnished,1.92,0,0
4129,L04129,5,3,1,28,2009,0,4,Semi-Furnished,9.29,0,0
4130,L04130,2,3,5,35,2002,0,0,Furnished,8.58,0,0
4131,L04131,5,3,27,31,2021,0,0,Semi-Furnished,5.48,0,0
4132,L04132,1,4,2,27,2018,0,0,Semi-Furnished,3.19,0,0
4133,L04133,4,4,0,11,1993,0,0,Furnished,1.6400000000000001,0,0
4134,L04134,3,3,26,38,2008,0,0,Semi-Furnished,1.9100000000000001,0,0
4135,L04135,4,2,2,5,1999,0,0,Furnished,11.06,0,0
4136,L04136,3,1,7,8,2001,0,0,Unfurnished,13.51,0,0
4137,L04137,3,3,19,34,2011,0,2,Unfurnished,8.47,0,0
4138,L04138,4,1,2,12,2016,0,3,Furnished,9.72,0,0
4139,L04139,3,2,12,38,2006,0,0,Semi-Furnished,14.6,0,0
4140,L04140,5,1,0,1,1995,0,0,Unfurnished,0.33,0,0
4141,L04141,1,4,15,31,2003,0,0,Unfurnished,2.42,0,0
4142,L04142,2,1,2,4,2022,0,1,Semi-Furnished,7.11,0,0
4143,L04143,3,3,3,5,2017,0,4,Semi-Furnished,1.4100000000000001,0,0
4144,L04144,3,3,26,30,1996,0,0,Furnished,4.0,0,0
4145,L04145,4,2,15,24,2000,0,0,Furnished,5.88,0,0
4146,L04146,5,3,2,3,2022,0,0,Unfurnished,10.62,0,0
4147,L04147,2,1,3,11,1992,0,0,Semi-Furnished,2.07,0,0
4148,L04148,3,4,1,4,2011,0,0,Semi-Furnished,9.07,0,0
4149,L04149,5,1,3,26,2002,0,0,Semi-Furnished,0.87,0,0
4150,L04150,2,1,26,27,2018,0,3,Furnished,6.76,0,0
4151,L04151,4,1,24,27,1995,0,0,Furnished,1.57,0,0
4152,L04152,3,3,3,6,2017,0,1,Furnished,7.52,0,0
4153,L04153,4,2,11,15,2004,0,0,Unfurnished,6.29,0,0
4154,L04154,4,3,16,30,2013,0,3,Semi-Furnished,5.76,0,0
4155,L04155,3,1,0,37,2015,0,4,Furnished,12.2,0,0
4156,L04156,5,2,32,37,1990,0,0,Semi-Furnished,7.79,0,0
4157,L04157,5,2,29,37,2015,0,0,Furnished,4.15,0,0
4158,L04158,4,1,4,35,2020,0,3,Semi-Furnished,12.21,0,0
4159,L04159,4,1,21,23,2012,0,3,Unfurnished,7.86,0,0
4160,L04160,1,3,3,6,2021,0,1,Unfurnished,14.64,0,0
4161,L04161,2,2,1,4,1990,0,0,Unfurnished,7.48,0,0
4162,L04162,4,4,5,18,2007,0,0,Furnished,12.4,0,0
4163,L04163,4,2,8,9,2006,0,0,Semi-Furnished,0.12,0,0
4164,L04164,2,3,16,29,2017,0,3,Semi-Furnished,3.84,0,0
4165,L04165,3,1,9,13,1990,0,4,Furnished,0.54,0,0
4166,L04166,5,2,12,17,1994,0,0,Semi-Furnished,8.27,0,0
4167,L04167,3,4,7,32,1994,0,0,Furnished,7.15,0,0
4168,L04168,2,3,11,22,1991,0,1,Semi-Furnished,11.4,0,0
4169,L04169,2,2,2,4,2000,0,0,Unfurnished,1.78,0,0
4170,L04170,1,3,2,5,2019,0,0,Semi-Furnished,12.47,0,0
4171,L04171,1,2,28,37,2021,0,0,Semi-Furnished,1.18,0,0
4172,L04172,5,1,4,13,1997,0,0,Semi-Furnished,12.69,0,0
4173,L04173,4,4,25,34,1991,0,4,Furnished,8.31,0,0
4174,L04174,2,1,19,22,2014,0,3,Semi-Furnished,1.46,0,0
4175,L04175,1,2,16,23,2008,0,0,Furnished,0.56,0,0
4176,L04176,3,4,0,3,1996,0,0,Semi-Furnished,11.99,0,0
4177,L04177,1,2,20,34,2003,0,1,Semi-Furnished,4.83,0,0
4178,L04178,3,2,17,32,1993,0,0,Furnished,14.18,0,0
4179,L04179,1,4,1,21,2022,0,0,Unfurnished,14.81,0,0
4180,L04180,3,4,10,21,2019,0,0,Unfurnished,12.05,0,0
4181,L04181,1,3,6,11,2009,0,4,Unfurnished,11.46,0,0
4182,L04182,1,4,19,39,2003,0,0,Furnished,10.77,0,0
4183,L04183,5,1,0,4,2016,0,3,Unfurnished,3.06,0,0
4184,L04184,4,4,0,1,2002,0,0,Furnished,2.39,0,0
4185,L04185,2,4,20,28,1996,0,0,Furnished,6.13,0,0
4186,L04186,4,3,17,24,2007,0,1,Semi-Furnished,14.18,0,0
4187,L04187,5,1,15,35,1998,0,0,Unfurnished,0.59,0,0
4188,L04188,3,1,8,13,2012,0,0,Unfurnished,12.33,0,0
4189,L04189,4,4,28,34,2020,0,0,Semi-Furnished,6.24,0,0
4190,L04190,2,4,0,11,1991,0,3,Furnished,0.58,0,0
4191,L04191,2,3,17,36,1994,0,0,Semi-Furnished,2.76,0,0
4192,L04192,3,1,7,17,2012,0,0,Semi-Furnished,14.72,0,0
4193,L04193,2,1,6,35,2021,0,0,Unfurnished,12.25,0,0
4194,L04194,5,2,1,18,2005,0,3,Unfurnished,12.44,0,0
4195,L04195,4,3,11,22,2000,0,0,Furnished,8.28,0,0
4196,L04196,2,3,15,24,2003,0,3,Furnished,0.6900000000000001,0,0
4197,L04197,4,4,8,19,1992,0,0,Semi-Furnished,12.29,0,0
4198,L04198,1,1,10,37,1997,0,4,Semi-Furnished,7.15,0,0
4199,L04199,4,4,14,39,2004,0,2,Furnished,10.75,0,0
4200,L04200,3,3,2,21,1998,0,0,Furnished,11.21,0,0
4201,L04201,5,1,6,8,2005,0,0,Unfurnished,0.7000000000000001,0,0
4202,L04202,2,1,20,28,2015,0,0,Unfurnished,3.46,0,0
4203,L04203,5,3,4,5,2021,0,3,Semi-Furnished,12.51,0,0
4204,L04204,4,1,12,17,2007,0,0,Furnished,7.42,0,0
4205,L04205,2,2,33,37,1997,0,0,Unfurnished,0.5700000000000001,0,0
4206,L04206,5,3,5,36,2021,0,2,Furnished,14.39,0,0
4207,L04207,3,3,11,19,1999,0,0,Semi-Furnished,9.31,0,0
4208,L04208,1,1,3,27,2001,0,0,Semi-Furnished,6.05,0,0
4209,L04209,1,3,4,34,2001,0,3,Unfurnished,13.52,0,0
4210,L04210,3,4,6,11,1999,0,0,Furnished,2.07,0,0
4211,L04211,1,3,7,12,2023,0,0,Furnished,14.62,0,0
4212,L04212,3,4,5,21,2019,0,0,Unfurnished,3.9699999999999998,0,0
4213,L04213,4,2,4,11,2020,0,0,Unfurnished,8.45,0,0
4214,L04214,3,2,27,39,2014,0,4,Semi-Furnished,12.29,0,0
4215,L04215,1,4,2,28,2013,0,4,Semi-Furnished,4.06,0,0
4216,L04216,4,3,2,5,2022,0,3,Furnished,4.44,0,0
4217,L04217,3,4,10,17,1998,0,0,Furnished,8.91,0,0
4218,L04218,3,1,17,20,2014,0,0,Unfurnished,1.2,0,0
4219,L04219,4,4,9,12,2009,0,0,Semi-Furnished,11.39,0,0
4220,L04220,2,2,1,6,2006,0,1,Semi-Furnished,4.7,0,0
4221,L04221,1,2,11,17,1995,0,3,Unfurnished,14.35,0,0
4222,L04222,2,4,7,19,2009,0,3,Semi-Furnished,4.4,0,0
4223,L04223,4,2,18,26,2015,0,1,Furnished,14.12,0,0
4224,L04224,4,1,20,32,2001,0,3,Semi-Furnished,1.79,0,0
4225,L04225,5,3,2,6,1996,0,0,Furnished,6.07,0,0
4226,L04226,5,3,20,36,2019,0,2,Furnished,9.78,0,0
4227,L04227,4,4,17,38,2011,0,2,Semi-Furnished,4.0,0,0
4228,L04228,5,2,8,11,2018,0,0,Unfurnished,11.22,0,0
4229,L04229,3,3,3,33,2011,0,0,Furnished,14.89,0,0
4230,L04230,2,2,8,24,2013,0,2,Furnished,14.14,0,0
4231,L04231,4,4,1,23,1992,0,0,Furnished,14.68,0,0
4232,L04232,3,2,8,15,2013,0,0,Furnished,0.92,0,0
4233,L04233,1,1,8,27,2015,0,3,Unfurnished,9.11,0,0
4234,L04234,1,1,1,11,1994,0,4,Unfurnished,12.9,0,0
4235,L04235,5,2,10,17,2002,0,3,Semi-Furnished,13.12,0,0
4236,L04236,5,1,12,14,2011,0,0,Furnished,7.36,0,0
4237,L04237,3,4,5,27,2023,0,0,Furnished,0.27,0,0
4238,L04238,1,1,8,18,1992,0,0,Furnished,11.55,0,0
4239,L04239,4,1,15,28,2021,0,4,Furnished,14.09,0,0
4240,L04240,2,3,3,4,2013,0,0,Unfurnished,0.16,0,0
4241,L04241,5,3,1,7,1998,0,0,Furnished,0.75,0,0
4242,L04242,3,4,6,35,1992,0,2,Furnished,11.63,0,0
4243,L04243,5,1,8,9,2011,0,0,Semi-Furnished,11.7,0,0
4244,L04244,3,3,5,8,2013,0,0,Unfurnished,3.24,0,0
4245,L04245,1,2,10,17,1999,0,0,Semi-Furnished,10.79,0,0
4246,L04246,5,2,16,17,2009,0,0,Unfurnished,13.26,0,0
4247,L04247,3,1,18,33,2001,0,0,Semi-Furnished,3.94,0,0
4248,L04248,3,4,6,32,2001,0,0,Furnished,6.76,0,0
4249,L04249,5,1,2,8,2006,0,0,Unfurnished,7.34,0,0
4250,L04250,2,3,12,19,1993,0,2,Unfurnished,6.27,0,0
4251,L04251,4,1,20,38,1997,0,0,Unfurnished,4.96,0,0
4252,L04252,1,1,2,3,1996,0,2,Unfurnished,14.84,0,0
4253,L04253,5,2,1,5,2007,0,1,Furnished,8.6,0,0
4254,L04254,5,2,12,13,2015,0,0,Furnished,10.76,0,0
4255,L04255,2,3,17,31,2020,0,0,Furnished,1.69,0,0
4256,L04256,1,4,4,16,1997,0,3,Semi-Furnished,7.69,0,0
4257,L04257,5,4,12,32,2023,0,0,Furnished,13.45,0,0
4258,L04258,2,3,12,22,2005,0,2,Unfurnished,10.73,0,0
4259,L04259,4,3,23,29,2009,0,2,Furnished,4.27,0,0
4260,L04260,3,1,13,22,1999,0,1,Furnished,12.66,0,0
4261,L04261,4,1,0,3,1994,0,0,Semi-Furnished,0.88,0,0
4262,L04262,4,4,1,10,2000,0,1,Unfurnished,14.78,0,0
4263,L04263,4,1,12,21,2011,0,0,Semi-Furnished,11.39,0,0
4264,L04264,4,1,3,16,2000,0,0,Furnished,14.27,0,0
4265,L04265,3,2,6,12,2007,0,0,Semi-Furnished,12.84,0,0
4266,L04266,1,3,1,2,2007,0,2,Semi-Furnished,11.59,0,0
4267,L04267,1,3,21,24,2020,0,0,Unfurnished,6.69,0,0
4268,L04268,2,2,9,35,2009,0,0,Unfurnished,12.13,0,0
4269,L04269,2,2,22,30,2012,0,4,Unfurnished,1.23,0,0
4270,L04270,5,1,4,30,1999,0,0,Unfurnished,3.5,0,0
4271,L04271,4,3,13,35,2006,0,0,Semi-Furnished,13.32,0,0
4272,L04272,4,4,1,19,1997,0,4,Furnished,10.52,0,0
4273,L04273,3,3,3,8,2020,0,0,Semi-Furnished,2.88,0,0
4274,L04274,4,4,7,26,2015,0,1,Unfurnished,6.29,0,0
4275,L04275,3,2,6,7,1998,0,0,Unfurnished,10.73,0,0
4276,L04276,5,3,6,30,2021,0,0,Unfurnished,11.96,0,0
4277,L04277,2,2,2,7,2012,0,0,Unfurnished,12.62,0,0
4278,L04278,2,3,0,3,2021,0,3,Semi-Furnished,2.3,0,0
4279,L04279,5,4,0,1,1994,0,0,Semi-Furnished,0.2,0,0
4280,L04280,5,2,35,36,1990,0,0,Furnished,2.1,0,0
4281,L04281,4,1,6,25,2020,0,0,Unfurnished,7.43,0,0
4282,L04282,2,3,3,37,2020,0,0,Semi-Furnished,13.83,0,0
4283,L04283,1,4,0,1,1998,0,0,Furnished,2.99,0,0
4284,L04284,5,1,8,15,2022,0,4,Furnished,11.59,0,0
4285,L04285,2,2,16,37,2015,0,0,Furnished,10.21,0,0
4286,L04286,2,3,0,13,1991,0,0,Furnished,14.46,0,0
4287,L04287,3,3,6,8,2023,0,4,Unfurnished,4.43,0,0
4288,L04288,2,1,3,5,2006,0,0,Furnished,10.32,0,0
4289,L04289,5,1,8,9,1995,0,4,Unfurnished,0.54,0,0
4290,L04290,4,2,0,1,2020,0,3,Furnished,3.68,0,0
4291,L04291,2,1,12,36,2017,0,3,Furnished,9.42,0,0
4292,L04292,1,3,16,35,2010,0,4,Semi-Furnished,14.56,0,0
4293,L04293,5,3,0,2,2000,0,0,Unfurnished,6.05,0,0
4294,L04294,4,3,17,23,2016,0,3,Unfurnished,10.0,0,0
4295,L04295,4,3,3,9,2009,0,1,Furnished,1.2,0,0
4296,L04296,5,1,19,34,2009,0,0,Unfurnished,0.27,0,0
4297,L04297,4,1,10,14,1991,0,3,Semi-Furnished,2.34,0,0
4298,L04298,1,4,1,4,2016,0,0,Furnished,8.76,0,0
4299,L04299,2,2,21,30,2007,0,0,Semi-Furnished,12.16,0,0
4300,L04300,5,1,12,31,2002,0,0,Furnished,5.51,0,0
4301,L04301,2,2,7,38,2007,0,3,Unfurnished,10.54,0,0
4302,L04302,2,1,8,11,2000,0,0,Furnished,7.2,0,0
4303,L04303,4,4,29,35,2003,0,1,Furnished,12.29,0,0
4304,L04304,5,1,0,8,1993,0,0,Unfurnished,1.65,0,0
4305,L04305,2,3,0,3,2002,0,0,Semi-Furnished,8.8,0,0
4306,L04306,3,1,5,14,2008,0,0,Unfurnished,13.98,0,0
4307,L04307,1,2,3,13,2014,0,3,Furnished,1.42,0,0
4308,L04308,4,3,26,32,2004,0,2,Furnished,4.02,0,0
4309,L04309,5,1,19,34,2009,0,0,Furnished,4.17,0,0
4310,L04310,5,3,0,19,2006,0,0,Semi-Furnished,9.83,0,0
4311,L04311,4,3,24,38,1990,0,0,Unfurnished,11.74,0,0
4312,L04312,2,3,11,16,2018,0,1,Unfurnished,9.63,0,0
4313,L04313,4,4,0,2,2008,0,0,Unfurnished,6.77,0,0
4314,L04314,5,2,14,17,2019,0,3,Unfurnished,3.83,0,0
4315,L04315,3,2,20,34,2014,0,2,Unfurnished,13.94,0,0
4316,L04316,2,1,9,16,2017,0,4,Unfurnished,2.8,0,0
4317,L04317,4,3,32,38,2000,0,2,Unfurnished,11.56,0,0
4318,L04318,5,1,1,2,2005,0,0,Unfurnished,2.44,0,0
4319,L04319,5,2,0,2,2007,0,2,Unfurnished,6.4,0,0
4320,L04320,5,3,13,26,1998,0,0,Furnished,4.59,0,0
4321,L04321,3,2,0,13,2017,0,2,Unfurnished,4.38,0,0
4322,L04322,2,3,9,31,2016,0,0,Furnished,4.66,0,0
4323,L04323,4,3,21,34,2012,0,0,Unfurnished,12.4,0,0
4324,L04324,2,4,0,39,2011,0,0,Unfurnished,3.56,0,0
4325,L04325,5,3,2,3,1993,0,0,Furnished,3.46,0,0
4326,L04326,3,1,6,8,2021,0,0,Unfurnished,5.05,0,0
4327,L04327,3,2,2,23,2013,0,0,Semi-Furnished,9.78,0,0
4328,L04328,5,2,4,14,2017,0,0,Unfurnished,8.36,0,0
4329,L04329,2,2,19,27,1995,0,0,Furnished,6.43,0,0
4330,L04330,2,3,22,29,2022,0,4,Furnished,14.1,0,0
4331,L04331,3,1,11,39,2020,0,0,Furnished,2.66,0,0
4332,L04332,1,4,15,39,1999,0,0,Unfurnished,1.8900000000000001,0,0
4333,L04333,3,4,0,1,2001,0,0,Semi-Furnished,2.73,0,0
4334,L04334,3,1,7,17,1996,0,0,Semi-Furnished,9.13,0,0
4335,L04335,4,1,23,30,2013,0,0,Unfurnished,11.85,0,0
4336,L04336,3,1,1,13,2017,0,4,Furnished,11.2,0,0
4337,L04337,1,3,0,21,2000,0,2,Furnished,13.67,0,0
4338,L04338,3,3,1,19,2021,0,0,Semi-Furnished,11.01,0,0
4339,L04339,2,4,11,19,2009,0,0,Unfurnished,15.0,0,0
4340,L04340,4,1,16,25,2017,0,0,Semi-Furnished,8.29,0,0
4341,L04341,4,1,1,22,1990,0,3,Unfurnished,14.92,0,0
4342,L04342,3,2,27,31,2016,0,0,Semi-Furnished,8.11,0,0
4343,L04343,4,4,16,17,2005,0,2,Furnished,1.3,0,0
4344,L04344,4,3,20,23,1995,0,3,Semi-Furnished,12.09,0,0
4345,L04345,3,1,6,32,1999,0,2,Unfurnished,13.3,0,0
4346,L04346,1,3,5,10,2008,0,4,Furnished,6.78,0,0
4347,L04347,3,2,5,10,1999,0,3,Semi-Furnished,2.32,0,0
4348,L04348,2,1,21,36,2015,0,0,Semi-Furnished,14.06,0,0
4349,L04349,5,3,7,8,2023,0,3,Semi-Furnished,13.53,0,0
4350,L04350,1,3,4,20,1990,0,0,Unfurnished,4.02,0,0
4351,L04351,3,4,14,32,1999,0,0,Unfurnished,2.64,0,0
4352,L04352,1,3,9,14,2022,0,2,Semi-Furnished,1.5,0,0
4353,L04353,5,3,6,28,2015,0,0,Semi-Furnished,3.4,0,0
4354,L04354,4,3,2,24,2023,0,0,Semi-Furnished,12.38,0,0
4355,L04355,4,3,8,15,2002,0,0,Furnished,8.79,0,0
4356,L04356,5,2,9,22,2019,0,0,Furnished,7.3,0,0
4357,L04357,4,3,2,30,2013,0,1,Semi-Furnished,13.5,0,0
4358,L04358,1,4,1,4,2023,0,1,Furnished,5.19,0,0
4359,L04359,4,2,5,13,2008,0,4,Furnished,7.05,0,0
4360,L04360,5,2,2,23,1991,0,2,Unfurnished,14.32,0,0
4361,L04361,5,3,0,8,2019,0,0,Furnished,4.22,0,0
4362,L04362,5,1,0,18,2011,0,3,Semi-Furnished,10.41,0,0
4363,L04363,2,3,2,12,2021,0,3,Furnished,2.6,0,0
4364,L04364,1,2,3,31,2022,0,0,Furnished,8.36,0,0
4365,L04365,5,3,13,14,2004,0,2,Unfurnished,12.79,0,0
4366,L04366,1,4,33,34,1995,0,3,Furnished,4.55,0,0
4367,L04367,2,4,10,18,2005,0,1,Furnished,2.7199999999999998,0,0
4368,L04368,1,4,23,34,2010,0,0,Semi-Furnished,13.13,0,0
4369,L04369,3,3,2,11,2023,0,4,Furnished,2.77,0,0
4370,L04370,2,3,6,12,2022,0,0,Unfurnished,13.63,0,0
4371,L04371,2,2,3,15,1997,0,0,Unfurnished,10.88,0,0
4372,L04372,4,2,20,31,2001,0,0,Unfurnished,2.65,0,0
4373,L04373,5,2,19,29,2007,0,0,Semi-Furnished,13.46,0,0
4374,L04374,2,1,8,26,2010,0,3,Furnished,3.7800000000000002,0,0
4375,L04375,1,4,15,18,2016,0,0,Furnished,3.91,0,0
4376,L04376,3,1,26,32,2001,0,4,Furnished,11.38,0,0
4377,L04377,1,1,6,22,1995,0,1,Unfurnished,9.29,0,0
4378,L04378,1,4,12,38,2020,0,0,Unfurnished,12.45,0,0
4379,L04379,3,1,3,17,2023,0,2,Unfurnished,5.97,0,0
4380,L04380,4,3,12,23,1996,0,2,Semi-Furnished,10.93,0,0
4381,L04381,5,4,7,24,2020,0,4,Unfurnished,8.32,0,0
4382,L04382,2,1,1,8,1993,0,0,Unfurnished,7.83,0,0
4383,L04383,5,1,2,6,2006,0,0,Semi-Furnished,9.48,0,0
4384,L04384,4,1,0,5,2018,0,0,Semi-Furnished,13.69,0,0
4385,L04385,3,3,23,29,1992,0,1,Semi-Furnished,9.48,0,0
4386,L04386,5,1,13,28,2013,0,3,Furnished,8.22,0,0
4387,L04387,1,1,5,11,1992,0,4,Unfurnished,14.77,0,0
4388,L04388,2,1,0,1,2016,0,2,Furnished,12.45,0,0
4389,L04389,2,2,8,19,1990,0,0,Unfurnished,0.29,0,0
4390,L04390,4,4,2,9,2004,0,0,Semi-Furnished,3.65,0,0
4391,L04391,4,1,24,27,2003,0,0,Furnished,6.61,0,0
4392,L04392,3,1,12,34,1993,0,0,Unfurnished,6.68,0,0
4393,L04393,4,4,2,4,1993,0,0,Semi-Furnished,14.3,0,0
4394,L04394,5,1,12,36,2014,0,0,Unfurnished,4.58,0,0
4395,L04395,2,3,8,18,2000,0,4,Semi-Furnished,14.55,0,0
4396,L04396,3,1,1,15,2022,0,0,Semi-Furnished,0.59,0,0
4397,L04397,4,1,4,13,2000,0,1,Unfurnished,13.57,0,0
4398,L04398,1,2,10,19,2001,0,0,Furnished,9.6,0,0
4399,L04399,2,2,1,6,2004,0,0,Semi-Furnished,6.2,0,0
4400,L04400,3,3,0,12,2015,0,2,Unfurnished,14.85,0,0
4401,L04401,2,4,20,37,2013,0,0,Semi-Furnished,14.97,0,0
4402,L04402,5,3,3,17,2015,0,0,Semi-Furnished,6.36,0,0
4403,L04403,4,4,21,23,2016,0,0,Furnished,2.98,0,0
4404,L04404,4,1,17,26,2016,0,0,Furnished,6.91,0,0
4405,L04405,4,2,23,29,1991,0,0,Semi-Furnished,12.51,0,0
4406,L04406,1,3,18,33,2012,0,4,Unfurnished,10.59,0,0
4407,L04407,5,3,11,27,1998,0,4,Unfurnished,0.98,0,0
4408,L04408,1,2,10,25,1997,0,0,Furnished,3.42,0,0
4409,L04409,5,4,4,10,1990,0,1,Semi-Furnished,7.04,0,0
4410,L04410,5,1,2,23,2010,0,0,Unfurnished,14.38,0,0
4411,L04411,5,4,11,21,2015,0,0,Unfurnished,9.29,0,0
4412,L04412,4,2,14,21,2004,0,3,Unfurnished,0.85,0,0
4413,L04413,4,1,12,13,2014,0,0,Unfurnished,5.82,0,0
4414,L04414,4,4,6,37,2005,0,0,Unfurnished,13.61,0,0
4415,L04415,1,1,2,33,2012,0,0,Semi-Furnished,7.64,0,0
4416,L04416,3,2,11,24,2001,0,3,Semi-Furnished,1.55,0,0
4417,L04417,5,1,7,11,2008,0,1,Semi-Furnished,9.02,0,0
4418,L04418,1,3,11,17,2023,0,3,Unfurnished,10.19,0,0
4419,L04419,4,2,1,4,1997,0,0,Semi-Furnished,11.32,0,0
4420,L04420,4,3,2,25,2012,0,0,Furnished,5.1,0,0
4421,L04421,3,1,11,30,2000,0,4,Semi-Furnished,10.54,0,0
4422,L04422,4,4,6,9,2023,0,3,Unfurnished,4.87,0,0
4423,L04423,5,1,20,21,1994,0,0,Semi-Furnished,7.85,0,0
4424,L04424,2,2,1,20,2014,0,0,Furnished,0.39,0,0
4425,L04425,4,2,13,19,2013,0,3,Furnished,10.14,0,0
4426,L04426,3,1,13,19,2013,0,0,Unfurnished,5.74,0,0
4427,L04427,2,4,3,12,2023,0,0,Semi-Furnished,10.6,0,0
