Listing_ID,Sale_Price,Date_Sold,Days_on_Market
L01053,753296.0053507494,2023-10-31,14
L00384,1814035.0006067688,2023-11-16,53
L00455,1000980.999467864,2023-09-30,118
L00265,473311.980330904,2023-10-15,92
L00761,832045.0078470878,2023-08-28,47
L00980,367084.9938928115,2023-06-12,71
L00445,647016.0204713475,2023-07-06,8
L00396,742620.008543996,2023-10-05,42
L00742,545167.0138323439,2023-10-02,58
L00177,1270615.9959985868,2023-05-29,101
L00019,1492785.9981948412,2023-08-30,39
L00949,357662.98833160923,2023-11-26,93
L00815,1474944.996027965,2024-03-22,83
L00596,320125.9945140829,2023-11-26,74
L00062,450852.0127652143,2024-05-19,77
L00273,1141401.0105003617,2024-01-13,105
L01126,808372.9956408131,2023-02-26,31
L00279,1367990.9907152955,2023-10-13,105
L00842,1190669.997897381,2024-07-31,92
L00369,595605.0018493494,2023-03-19,15
L00887,999127.0053018278,2023-07-21,84
L01015,1634988.9952858267,2023-09-03,116
L00860,1505136.0018429249,2023-07-15,47
L00721,634512.9984772982,2023-12-16,98
L00826,1372828.0034643211,2024-02-03,11
L00548,943381.9950518442,2023-12-31,70
L00880,683499.9887307317,2023-07-30,91
L00900,536756.9951838389,2024-05-06,51
L00457,229304.00915496252,2024-09-05,118
L00394,1873026.0019797208,2024-01-08,10
L00676,124983.01558136551,2023-05-07,19
L00912,1558053.0015224053,2024-03-16,54
L00965,795843.00112532,2023-10-28,51
L00376,692833.9975849268,2023-03-10,64
L00413,1844713.9965184885,2023-03-30,84
L00075,480093.99876818096,2024-02-15,9
L01122,1301972.995806674,2023-10-11,51
L00863,694501.9978710221,2024-05-26,51
L00501,692268.0024387442,2023-08-10,26
L00942,528258.0040656815,2023-07-10,87
L00617,801197.0156866265,2023-10-17,75
L00115,1858183.0040416515,2023-07-08,94
L00418,1312981.9823110828,2023-04-13,13
L00602,285878.0064630596,2023-12-18,75
L00605,1502916.0050892648,2024-04-13,95
L00090,514194.9978730881,2024-05-21,103
L01149,1288816.9890134097,2023-05-07,31
L00499,811717.9930887541,2023-09-01,21
L00876,884518.0246281072,2023-02-22,47
L00927,1384196.007464363,2023-10-28,35
L00999,1856712.0056808265,2023-04-13,74
L00012,1870887.9869273333,2023-08-02,18
L00397,1507445.003678396,2024-02-05,87
L00755,1589159.004632741,2023-08-14,66
L00556,1652036.006708049,2024-01-24,98
L00043,1928694.9861103373,2024-03-21,100
L00168,967202.000663085,2023-09-01,78
L00417,1629135.0026722136,2023-05-04,115
L00577,1030107.9925156912,2024-08-07,94
L00268,1330386.0008562228,2024-01-30,31
L00808,1783157.9841544232,2024-07-28,100
L00427,942856.9960801802,2024-07-21,100
L00691,282092.0073708315,2024-06-18,101
L00545,1917895.9999712992,2023-12-16,33
L01123,1294669.98326521,2023-06-21,45
L00675,1398092.0052588212,2024-04-15,49
L00690,503932.0019725959,2023-05-13,118
